ID, Antenna, Switches, Position, Value, Value decimal
517, 01, 1111, 01, 1111111111111111, -1
518, 01, 1111, 01, 1111111111111111, -1
519, 01, 1111, 01, 0000000000000001, 1
520, 01, 1111, 01, 0000000000000000, 0
521, 01, 1111, 01, 0000000000000000, 0
522, 01, 1111, 01, 0000000000000010, 2
523, 01, 1111, 01, 0000000000000010, 2
524, 01, 1111, 01, 0000000000000001, 1
525, 01, 1111, 01, 0000000000000000, 0
526, 01, 1111, 01, 0000000000000001, 1
527, 01, 1111, 01, 0000000000000000, 0
528, 01, 1111, 01, 0000000000000001, 1
529, 01, 1111, 01, 0000000000000000, 0
530, 01, 1111, 01, 1111111111111111, -1
531, 01, 1111, 01, 0000000000000000, 0
532, 01, 1111, 01, 0000000000000000, 0
533, 01, 1111, 01, 1111111111111111, -1
534, 01, 1111, 01, 1111111111111111, -1
535, 01, 1111, 01, 0000000000000001, 1
536, 01, 1111, 01, 0000000000000001, 1
537, 01, 1111, 01, 0000000000000001, 1
538, 01, 1111, 01, 0000000000000000, 0
539, 01, 1111, 01, 0000000000000000, 0
540, 01, 1111, 01, 0000000000000001, 1
541, 01, 1111, 01, 0000000000000001, 1
542, 01, 1111, 01, 0000000000000000, 0
543, 01, 1111, 01, 0000000000000000, 0
544, 01, 1111, 01, 0000000000000001, 1
545, 01, 1111, 01, 0000000000000001, 1
546, 01, 1111, 01, 0000000000000000, 0
547, 01, 1111, 01, 0000000000000000, 0
548, 01, 1111, 01, 0000000000000001, 1
549, 01, 1111, 01, 1111111111111111, -1
550, 01, 1111, 01, 0000000000000000, 0
551, 01, 1111, 01, 1111111111111111, -1
552, 01, 1111, 01, 1111111111111111, -1
553, 01, 1111, 01, 0000000000000001, 1
554, 01, 1111, 01, 0000000000000001, 1
555, 01, 1111, 01, 0000000000000001, 1
556, 01, 1111, 01, 0000000000000010, 2
557, 01, 1111, 01, 0000000000000011, 3
558, 01, 1111, 01, 0000000000000000, 0
559, 01, 1111, 01, 0000000000000001, 1
560, 01, 1111, 01, 0000000000000000, 0
561, 01, 1111, 01, 0000000000000010, 2
562, 01, 1111, 01, 0000000000000010, 2
563, 01, 1111, 01, 0000000000000010, 2
564, 01, 1111, 01, 0000000000000001, 1
565, 01, 1111, 01, 0000000000000000, 0
566, 01, 1111, 01, 0000000000000001, 1
567, 01, 1111, 01, 0000000000000010, 2
568, 01, 1111, 01, 0000000000000001, 1
569, 01, 1111, 01, 0000000000000001, 1
570, 01, 1111, 01, 0000000000000011, 3
571, 01, 1111, 01, 0000000000000000, 0
572, 01, 1111, 01, 0000000000000000, 0
573, 01, 1111, 01, 0000000000000001, 1
574, 01, 1111, 01, 1111111111111111, -1
575, 01, 1111, 01, 0000000000000000, 0
576, 01, 1111, 01, 0000000000000000, 0
577, 01, 1111, 01, 1111111111111111, -1
578, 01, 1111, 01, 0000000000000001, 1
579, 01, 1111, 01, 0000000000000000, 0
580, 01, 1111, 01, 0000000000000000, 0
581, 01, 1111, 01, 0000000000000000, 0
582, 01, 1111, 01, 0000000000000000, 0
583, 01, 1111, 01, 0000000000000001, 1
584, 01, 1111, 01, 0000000000000010, 2
585, 01, 1111, 01, 0000000000000000, 0
586, 01, 1111, 01, 0000000000000001, 1
587, 01, 1111, 01, 1111111111111111, -1
588, 01, 1111, 01, 1111111111111111, -1
589, 01, 1111, 01, 0000000000000001, 1
590, 01, 1111, 01, 1111111111111111, -1
591, 01, 1111, 01, 0000000000000001, 1
592, 01, 1111, 01, 0000000000000001, 1
593, 01, 1111, 01, 0000000000000011, 3
594, 01, 1111, 01, 0000000000000000, 0
595, 01, 1111, 01, 0000000000000011, 3
596, 01, 1111, 01, 0000000000000001, 1
597, 01, 1111, 01, 0000000000000001, 1
598, 01, 1111, 01, 0000000000000001, 1
599, 01, 1111, 01, 0000000000000000, 0
600, 01, 1111, 01, 0000000000000001, 1
601, 01, 1111, 01, 0000000000000000, 0
602, 01, 1111, 01, 0000000000000000, 0
603, 01, 1111, 01, 0000000000000000, 0
604, 01, 1111, 01, 0000000000000010, 2
605, 01, 1111, 01, 0000000000000010, 2
606, 01, 1111, 01, 0000000000000001, 1
607, 01, 1111, 01, 0000000000000001, 1
608, 01, 1111, 01, 0000000000000000, 0
609, 01, 1111, 01, 1111111111111111, -1
610, 01, 1111, 01, 1111111111111101, -3
611, 01, 1111, 01, 0000000000000000, 0
612, 01, 1111, 01, 0000000000000000, 0
613, 01, 1111, 01, 0000000000000000, 0
614, 01, 1111, 01, 1111111111111111, -1
615, 01, 1111, 01, 1111111111111111, -1
616, 01, 1111, 01, 1111111111111110, -2
617, 01, 1111, 01, 0000000000000000, 0
618, 01, 1111, 01, 0000000000000000, 0
619, 01, 1111, 01, 0000000000000000, 0
620, 01, 1111, 01, 0000000000000000, 0
621, 01, 1111, 01, 1111111111111110, -2
622, 01, 1111, 01, 0000000000000000, 0
623, 01, 1111, 01, 0000000000000000, 0
624, 01, 1111, 01, 0000000000000001, 1
625, 01, 1111, 01, 1111111111111111, -1
626, 01, 1111, 01, 0000000000000000, 0
627, 01, 1111, 01, 1111111111111111, -1
628, 01, 1111, 01, 0000000000000000, 0
629, 01, 1111, 01, 0000000000000000, 0
630, 01, 1111, 01, 0000000000000001, 1
631, 01, 1111, 01, 0000000000000000, 0
632, 01, 1111, 01, 0000000000000000, 0
633, 01, 1111, 01, 0000000000000000, 0
634, 01, 1111, 01, 0000000000000001, 1
635, 01, 1111, 01, 1111111111111111, -1
636, 01, 1111, 01, 0000000000000001, 1
637, 01, 1111, 01, 1111111111111111, -1
638, 01, 1111, 01, 0000000000000000, 0
639, 01, 1111, 01, 1111111111111111, -1
640, 01, 1111, 01, 0000000000000000, 0
641, 01, 1111, 01, 0000000000000000, 0
642, 01, 1111, 01, 0000000000000000, 0
643, 01, 1111, 01, 0000000000000011, 3
644, 01, 1111, 01, 0000000000000011, 3
645, 01, 1111, 01, 0000000000000000, 0
646, 01, 1111, 01, 0000000000000001, 1
647, 01, 1111, 01, 0000000000000010, 2
648, 01, 1111, 01, 0000000000000010, 2
649, 01, 1111, 01, 0000000000000011, 3
650, 01, 1111, 01, 0000000000000010, 2
651, 01, 1111, 01, 0000000000000010, 2
652, 01, 1111, 01, 0000000000000010, 2
653, 01, 1111, 01, 0000000000000011, 3
654, 01, 1111, 01, 0000000000000001, 1
655, 01, 1111, 01, 0000000000000010, 2
656, 01, 1111, 01, 0000000000000000, 0
657, 01, 1111, 01, 0000000000000000, 0
658, 01, 1111, 01, 0000000000000001, 1
659, 01, 1111, 01, 0000000000000000, 0
660, 01, 1111, 01, 0000000000000001, 1
661, 01, 1111, 01, 0000000000000010, 2
662, 01, 1111, 01, 0000000000000001, 1
663, 01, 1111, 01, 0000000000000001, 1
664, 01, 1111, 01, 1111111111111111, -1
665, 01, 1111, 01, 0000000000000000, 0
666, 01, 1111, 01, 0000000000000001, 1
667, 01, 1111, 01, 0000000000000001, 1
668, 01, 1111, 01, 0000000000000010, 2
669, 01, 1111, 01, 0000000000000010, 2
670, 01, 1111, 01, 0000000000000000, 0
671, 01, 1111, 01, 0000000000000001, 1
672, 01, 1111, 01, 0000000000000000, 0
673, 01, 1111, 01, 0000000000000001, 1
674, 01, 1111, 01, 0000000000000010, 2
675, 01, 1111, 01, 0000000000000001, 1
676, 01, 1111, 01, 0000000000000000, 0
677, 01, 1111, 01, 0000000000000000, 0
678, 01, 1111, 01, 1111111111111110, -2
679, 01, 1111, 01, 0000000000000001, 1
680, 01, 1111, 01, 0000000000000001, 1
681, 01, 1111, 01, 0000000000000000, 0
682, 01, 1111, 01, 0000000000000000, 0
683, 01, 1111, 01, 1111111111111110, -2
684, 01, 1111, 01, 0000000000000000, 0
685, 01, 1111, 01, 1111111111111110, -2
686, 01, 1111, 01, 0000000000000000, 0
687, 01, 1111, 01, 0000000000000000, 0
688, 01, 1111, 01, 0000000000000001, 1
689, 01, 1111, 01, 0000000000000000, 0
690, 01, 1111, 01, 0000000000000001, 1
691, 01, 1111, 01, 0000000000000000, 0
692, 01, 1111, 01, 0000000000000000, 0
693, 01, 1111, 01, 1111111111111111, -1
694, 01, 1111, 01, 0000000000000001, 1
695, 01, 1111, 01, 0000000000000000, 0
696, 01, 1111, 01, 1111111111111111, -1
697, 01, 1111, 01, 0000000000000001, 1
698, 01, 1111, 01, 0000000000000000, 0
699, 01, 1111, 01, 0000000000000000, 0
700, 01, 1111, 01, 0000000000000001, 1
701, 01, 1111, 01, 0000000000000001, 1
702, 01, 1111, 01, 0000000000000001, 1
703, 01, 1111, 01, 0000000000000000, 0
704, 01, 1111, 01, 0000000000000001, 1
705, 01, 1111, 01, 0000000000000001, 1
706, 01, 1111, 01, 0000000000000001, 1
707, 01, 1111, 01, 0000000000000001, 1
708, 01, 1111, 01, 0000000000000001, 1
709, 01, 1111, 01, 0000000000000000, 0
710, 01, 1111, 01, 0000000000000000, 0
711, 01, 1111, 01, 0000000000000001, 1
712, 01, 1111, 01, 0000000000000010, 2
713, 01, 1111, 01, 1111111111111111, -1
714, 01, 1111, 01, 0000000000000000, 0
715, 01, 1111, 01, 1111111111111111, -1
716, 01, 1111, 01, 0000000000000000, 0
717, 01, 1111, 01, 0000000000000010, 2
718, 01, 1111, 01, 0000000000000001, 1
719, 01, 1111, 01, 0000000000000000, 0
720, 01, 1111, 01, 0000000000000001, 1
721, 01, 1111, 01, 0000000000000000, 0
722, 01, 1111, 01, 0000000000000001, 1
723, 01, 1111, 01, 0000000000000010, 2
724, 01, 1111, 01, 0000000000000001, 1
725, 01, 1111, 01, 0000000000000001, 1
726, 01, 1111, 01, 0000000000000000, 0
727, 01, 1111, 01, 0000000000000000, 0
728, 01, 1111, 01, 0000000000000001, 1
729, 01, 1111, 01, 0000000000000000, 0
730, 01, 1111, 01, 0000000000000001, 1
731, 01, 1111, 01, 0000000000000010, 2
732, 01, 1111, 01, 0000000000000001, 1
733, 01, 1111, 01, 0000000000000001, 1
734, 01, 1111, 01, 0000000000000010, 2
735, 01, 1111, 01, 0000000000000000, 0
736, 01, 1111, 01, 0000000000000000, 0
737, 01, 1111, 01, 0000000000000001, 1
738, 01, 1111, 01, 0000000000000001, 1
739, 01, 1111, 01, 0000000000000001, 1
740, 01, 1111, 01, 0000000000000001, 1
741, 01, 1111, 01, 0000000000000011, 3
742, 01, 1111, 01, 0000000000000001, 1
743, 01, 1111, 01, 0000000000000000, 0
744, 01, 1111, 01, 0000000000000001, 1
745, 01, 1111, 01, 1111111111111110, -2
746, 01, 1111, 01, 0000000000000001, 1
747, 01, 1111, 01, 0000000000000001, 1
748, 01, 1111, 01, 0000000000000000, 0
749, 01, 1111, 01, 0000000000000001, 1
750, 01, 1111, 01, 1111111111111111, -1
751, 01, 1111, 01, 0000000000000010, 2
752, 01, 1111, 01, 0000000000000001, 1
753, 01, 1111, 01, 0000000000000000, 0
754, 01, 1111, 01, 0000000000000000, 0
755, 01, 1111, 01, 0000000000000001, 1
756, 01, 1111, 01, 0000000000000010, 2
757, 01, 1111, 01, 0000000000000001, 1
758, 01, 1111, 01, 0000000000000011, 3
759, 01, 1111, 01, 0000000000000001, 1
760, 01, 1111, 01, 0000000000000001, 1
761, 01, 1111, 01, 0000000000000001, 1
762, 01, 1111, 01, 1111111111111111, -1
763, 01, 1111, 01, 0000000000000001, 1
764, 01, 1111, 01, 0000000000000000, 0
765, 01, 1111, 01, 0000000000000000, 0
766, 01, 1111, 01, 0000000000000000, 0
767, 01, 1111, 01, 0000000000000010, 2
768, 01, 1111, 01, 0000000000000001, 1
769, 01, 1111, 01, 0000000000000000, 0
770, 01, 1111, 01, 0000000000000010, 2
771, 01, 1111, 01, 0000000000000001, 1
772, 01, 1111, 01, 0000000000000001, 1
773, 01, 1111, 01, 0000000000000010, 2
774, 01, 1111, 01, 0000000000000010, 2
775, 01, 1111, 01, 0000000000000001, 1
776, 01, 1111, 01, 0000000000000000, 0
777, 01, 1111, 01, 0000000000000000, 0
778, 01, 1111, 01, 0000000000000001, 1
779, 01, 1111, 01, 0000000000000000, 0
780, 01, 1111, 01, 0000000000000001, 1
781, 01, 1111, 01, 0000000000000001, 1
782, 01, 1111, 01, 0000000000000000, 0
783, 01, 1111, 01, 0000000000000010, 2
784, 01, 1111, 01, 0000000000000001, 1
785, 01, 1111, 01, 0000000000000000, 0
786, 01, 1111, 01, 0000000000000001, 1
787, 01, 1111, 01, 0000000000000001, 1
788, 01, 1111, 01, 0000000000000010, 2
789, 01, 1111, 01, 0000000000000000, 0
790, 01, 1111, 01, 0000000000000000, 0
791, 01, 1111, 01, 1111111111111111, -1
792, 01, 1111, 01, 1111111111111111, -1
793, 01, 1111, 01, 0000000000000000, 0
794, 01, 1111, 01, 1111111111111111, -1
795, 01, 1111, 01, 0000000000000001, 1
796, 01, 1111, 01, 1111111111111111, -1
797, 01, 1111, 01, 0000000000000001, 1
798, 01, 1111, 01, 0000000000000000, 0
799, 01, 1111, 01, 0000000000000001, 1
800, 01, 1111, 01, 0000000000000010, 2
801, 01, 1111, 01, 0000000000000001, 1
802, 01, 1111, 01, 0000000000000001, 1
803, 01, 1111, 01, 0000000000000010, 2
804, 01, 1111, 01, 0000000000000011, 3
805, 01, 1111, 01, 0000000000000010, 2
806, 01, 1111, 01, 0000000000000001, 1
807, 01, 1111, 01, 0000000000000001, 1
808, 01, 1111, 01, 0000000000000001, 1
809, 01, 1111, 01, 0000000000000001, 1
810, 01, 1111, 01, 0000000000000010, 2
811, 01, 1111, 01, 0000000000000001, 1
812, 01, 1111, 01, 0000000000000001, 1
813, 01, 1111, 01, 0000000000000001, 1
814, 01, 1111, 01, 1111111111111111, -1
815, 01, 1111, 01, 0000000000000001, 1
816, 01, 1111, 01, 1111111111111110, -2
817, 01, 1111, 01, 0000000000000000, 0
818, 01, 1111, 01, 1111111111111111, -1
819, 01, 1111, 01, 1111111111111110, -2
820, 01, 1111, 01, 0000000000000001, 1
821, 01, 1111, 01, 1111111111111111, -1
822, 01, 1111, 01, 0000000000000001, 1
823, 01, 1111, 01, 0000000000000000, 0
824, 01, 1111, 01, 0000000000000001, 1
825, 01, 1111, 01, 0000000000000001, 1
826, 01, 1111, 01, 0000000000000000, 0
827, 01, 1111, 01, 0000000000000001, 1
828, 01, 1111, 01, 0000000000000000, 0
829, 01, 1111, 01, 0000000000000000, 0
830, 01, 1111, 01, 1111111111111110, -2
831, 01, 1111, 01, 0000000000000000, 0
832, 01, 1111, 01, 0000000000000000, 0
833, 01, 1111, 01, 0000000000000000, 0
834, 01, 1111, 01, 1111111111111111, -1
835, 01, 1111, 01, 0000000000000010, 2
836, 01, 1111, 01, 1111111111111110, -2
837, 01, 1111, 01, 1111111111111111, -1
838, 01, 1111, 01, 0000000000000000, 0
839, 01, 1111, 01, 0000000000000001, 1
840, 01, 1111, 01, 0000000000000010, 2
841, 01, 1111, 01, 0000000000000010, 2
842, 01, 1111, 01, 0000000000000000, 0
843, 01, 1111, 01, 0000000000000000, 0
844, 01, 1111, 01, 0000000000000001, 1
845, 01, 1111, 01, 0000000000000011, 3
846, 01, 1111, 01, 0000000000000000, 0
847, 01, 1111, 01, 1111111111111111, -1
848, 01, 1111, 01, 0000000000000001, 1
849, 01, 1111, 01, 0000000000000000, 0
850, 01, 1111, 01, 0000000000000001, 1
851, 01, 1111, 01, 1111111111111111, -1
852, 01, 1111, 01, 0000000000000000, 0
853, 01, 1111, 01, 0000000000000001, 1
854, 01, 1111, 01, 0000000000000000, 0
855, 01, 1111, 01, 0000000000000000, 0
856, 01, 1111, 01, 0000000000000000, 0
857, 01, 1111, 01, 0000000000000000, 0
858, 01, 1111, 01, 0000000000000000, 0
859, 01, 1111, 01, 1111111111111111, -1
860, 01, 1111, 01, 0000000000000001, 1
861, 01, 1111, 01, 0000000000000001, 1
862, 01, 1111, 01, 1111111111111111, -1
863, 01, 1111, 01, 0000000000000010, 2
864, 01, 1111, 01, 1111111111111111, -1
865, 01, 1111, 01, 0000000000000001, 1
866, 01, 1111, 01, 0000000000000000, 0
867, 01, 1111, 01, 0000000000000000, 0
868, 01, 1111, 01, 0000000000000001, 1
869, 01, 1111, 01, 0000000000000001, 1
870, 01, 1111, 01, 0000000000000000, 0
871, 01, 1111, 01, 0000000000000000, 0
872, 01, 1111, 01, 0000000000000000, 0
873, 01, 1111, 01, 0000000000000010, 2
874, 01, 1111, 01, 0000000000000010, 2
875, 01, 1111, 01, 0000000000000011, 3
876, 01, 1111, 01, 0000000000000011, 3
877, 01, 1111, 01, 0000000000000010, 2
878, 01, 1111, 01, 0000000000000010, 2
879, 01, 1111, 01, 1111111111111111, -1
880, 01, 1111, 01, 0000000000000000, 0
881, 01, 1111, 01, 0000000000000000, 0
882, 01, 1111, 01, 0000000000000001, 1
883, 01, 1111, 01, 0000000000000001, 1
884, 01, 1111, 01, 0000000000000000, 0
885, 01, 1111, 01, 0000000000000001, 1
886, 01, 1111, 01, 0000000000000010, 2
887, 01, 1111, 01, 0000000000000000, 0
888, 01, 1111, 01, 0000000000000000, 0
889, 01, 1111, 01, 0000000000000001, 1
890, 01, 1111, 01, 1111111111111110, -2
891, 01, 1111, 01, 1111111111111110, -2
892, 01, 1111, 01, 1111111111111111, -1
893, 01, 1111, 01, 1111111111111111, -1
894, 01, 1111, 01, 1111111111111101, -3
895, 01, 1111, 01, 1111111111111110, -2
896, 01, 1111, 01, 0000000000000001, 1
897, 01, 1111, 01, 0000000000000001, 1
898, 01, 1111, 01, 0000000000000010, 2
899, 01, 1111, 01, 0000000000000010, 2
900, 01, 1111, 01, 0000000000000001, 1
901, 01, 1111, 01, 0000000000000000, 0
902, 01, 1111, 01, 0000000000000001, 1
903, 01, 1111, 01, 0000000000000011, 3
904, 01, 1111, 01, 0000000000000001, 1
905, 01, 1111, 01, 0000000000000000, 0
906, 01, 1111, 01, 1111111111111110, -2
907, 01, 1111, 01, 1111111111111110, -2
908, 01, 1111, 01, 0000000000000001, 1
909, 01, 1111, 01, 1111111111111110, -2
910, 01, 1111, 01, 0000000000000000, 0
911, 01, 1111, 01, 0000000000000001, 1
912, 01, 1111, 01, 0000000000000000, 0
913, 01, 1111, 01, 0000000000000001, 1
914, 01, 1111, 01, 0000000000000010, 2
915, 01, 1111, 01, 0000000000000001, 1
916, 01, 1111, 01, 0000000000000001, 1
917, 01, 1111, 01, 0000000000000010, 2
918, 01, 1111, 01, 0000000000000001, 1
919, 01, 1111, 01, 0000000000000001, 1
920, 01, 1111, 01, 0000000000000000, 0
921, 01, 1111, 01, 0000000000000010, 2
922, 01, 1111, 01, 1111111111111111, -1
923, 01, 1111, 01, 0000000000000001, 1
924, 01, 1111, 01, 1111111111111111, -1
925, 01, 1111, 01, 0000000000000000, 0
926, 01, 1111, 01, 0000000000000010, 2
927, 01, 1111, 01, 0000000000000001, 1
928, 01, 1111, 01, 0000000000000001, 1
929, 01, 1111, 01, 0000000000000000, 0
930, 01, 1111, 01, 0000000000000000, 0
931, 01, 1111, 01, 0000000000000100, 4
932, 01, 1111, 01, 0000000000000100, 4
933, 01, 1111, 01, 0000000000000001, 1
934, 01, 1111, 01, 0000000000000001, 1
935, 01, 1111, 01, 0000000000000000, 0
936, 01, 1111, 01, 0000000000000001, 1
937, 01, 1111, 01, 0000000000000000, 0
938, 01, 1111, 01, 0000000000000010, 2
939, 01, 1111, 01, 0000000000000000, 0
940, 01, 1111, 01, 0000000000000000, 0
941, 01, 1111, 01, 0000000000000001, 1
942, 01, 1111, 01, 0000000000000010, 2
943, 01, 1111, 01, 0000000000000000, 0
944, 01, 1111, 01, 0000000000000001, 1
945, 01, 1111, 01, 1111111111111110, -2
946, 01, 1111, 01, 0000000000000000, 0
947, 01, 1111, 01, 0000000000000000, 0
948, 01, 1111, 01, 1111111111111111, -1
949, 01, 1111, 01, 0000000000000000, 0
950, 01, 1111, 01, 1111111111111111, -1
951, 01, 1111, 01, 0000000000000000, 0
952, 01, 1111, 01, 1111111111111111, -1
953, 01, 1111, 01, 0000000000000010, 2
954, 01, 1111, 01, 0000000000000001, 1
955, 01, 1111, 01, 0000000000000001, 1
956, 01, 1111, 01, 0000000000000000, 0
957, 01, 1111, 01, 0000000000000001, 1
958, 01, 1111, 01, 0000000000000000, 0
959, 01, 1111, 01, 1111111111111111, -1
960, 01, 1111, 01, 1111111111111111, -1
961, 01, 1111, 01, 0000000000000000, 0
962, 01, 1111, 01, 0000000000000000, 0
963, 01, 1111, 01, 0000000000000000, 0
964, 01, 1111, 01, 0000000000000001, 1
965, 01, 1111, 01, 0000000000000000, 0
966, 01, 1111, 01, 1111111111111111, -1
967, 01, 1111, 01, 0000000000000001, 1
968, 01, 1111, 01, 0000000000000000, 0
969, 01, 1111, 01, 0000000000000001, 1
970, 01, 1111, 01, 0000000000000010, 2
971, 01, 1111, 01, 0000000000000001, 1
972, 01, 1111, 01, 1111111111111111, -1
973, 01, 1111, 01, 0000000000000000, 0
974, 01, 1111, 01, 0000000000000000, 0
975, 01, 1111, 01, 0000000000000000, 0
976, 01, 1111, 01, 0000000000000000, 0
977, 01, 1111, 01, 0000000000000000, 0
978, 01, 1111, 01, 0000000000000001, 1
979, 01, 1111, 01, 0000000000000010, 2
980, 01, 1111, 01, 0000000000000000, 0
981, 01, 1111, 01, 0000000000000001, 1
982, 01, 1111, 01, 0000000000000000, 0
983, 01, 1111, 01, 0000000000000010, 2
984, 01, 1111, 01, 1111111111111111, -1
985, 01, 1111, 01, 0000000000000000, 0
986, 01, 1111, 01, 0000000000000000, 0
987, 01, 1111, 01, 1111111111111111, -1
988, 01, 1111, 01, 0000000000000000, 0
989, 01, 1111, 01, 0000000000000001, 1
990, 01, 1111, 01, 0000000000000001, 1
991, 01, 1111, 01, 0000000000000001, 1
992, 01, 1111, 01, 0000000000000011, 3
993, 01, 1111, 01, 0000000000000000, 0
994, 01, 1111, 01, 1111111111111111, -1
995, 01, 1111, 01, 1111111111111110, -2
996, 01, 1111, 01, 1111111111111111, -1
997, 01, 1111, 01, 0000000000000000, 0
998, 01, 1111, 01, 0000000000000000, 0
999, 01, 1111, 01, 1111111111111110, -2
1000, 01, 1111, 01, 1111111111111111, -1
1001, 01, 1111, 01, 0000000000000001, 1
1002, 01, 1111, 01, 0000000000000000, 0
1003, 01, 1111, 01, 0000000000000001, 1
1004, 01, 1111, 01, 0000000000000010, 2
1005, 01, 1111, 01, 0000000000000010, 2
1006, 01, 1111, 01, 0000000000000000, 0
1007, 01, 1111, 01, 1111111111111111, -1
1008, 01, 1111, 01, 0000000000000001, 1
1009, 01, 1111, 01, 0000000000000000, 0
1010, 01, 1111, 01, 1111111111111111, -1
1011, 01, 1111, 01, 0000000000000001, 1
1012, 01, 1111, 01, 1111111111111111, -1
1013, 01, 1111, 01, 0000000000000000, 0
1014, 01, 1111, 01, 0000000000000010, 2
1015, 01, 1111, 01, 0000000000000000, 0
1016, 01, 1111, 01, 0000000000000000, 0
1017, 01, 1111, 01, 0000000000000000, 0
1018, 01, 1111, 01, 0000000000000000, 0
1019, 01, 1111, 01, 1111111111111111, -1
1020, 01, 1111, 01, 0000000000000000, 0
1021, 01, 1111, 01, 0000000000000001, 1
1022, 01, 1111, 01, 1111111111111110, -2
1023, 01, 1111, 01, 0000000000000000, 0
1024, 00, 1111, 01, 1111111111111011, -5
1025, 00, 1111, 01, 0000000000000010, 2
1026, 00, 1111, 01, 0000000000000001, 1
1027, 00, 1111, 01, 0000000000000001, 1
1028, 00, 1111, 01, 0000000000000000, 0
1029, 00, 1111, 01, 0000000000000001, 1
1030, 00, 1111, 01, 0000000000000010, 2
1031, 00, 1111, 01, 1111111111111111, -1
